summary,id,field,bt,bg,term,cardinality,format,missingFrom,belongsAt,presentIn,reason,evidence,applicability,severity,source
xrechnung · seller.address.postCode missing from json,xrechnung|seller.address.postCode|json,seller.address.postCode,BT-38,BG-5,Seller post code,0..1,xrechnung,json,BT-38,model BT-38; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from Taxpayer /address/code — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · seller.address.region missing from json,xrechnung|seller.address.region|json,seller.address.region,BT-39,BG-5,Seller country subdivision,0..1,xrechnung,json,BT-39,model BT-39; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from Taxpayer /address/region — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · seller.address.street missing from json,xrechnung|seller.address.street|json,seller.address.street,BT-35,BG-5,Seller address line 1,0..1,xrechnung,json,BT-35,model BT-35; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from Taxpayer /address/line — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · seller.electronicAddress.id missing from json,xrechnung|seller.electronicAddress.id|json,seller.electronicAddress.id,BT-34,BG-4,Seller electronic address,1..1,xrechnung,json,BT-34,model BT-34; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from System::E_INVOICE_SERVICE annotations.peppol_id (Peppol registration) — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · seller.electronicAddress.scheme missing from json,xrechnung|seller.electronicAddress.scheme|json,seller.electronicAddress.scheme,,,,,xrechnung,json,seller.electronicAddress.scheme,model Electronic address scheme; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from System::E_INVOICE_SERVICE annotations.peppol_id (Peppol registration) — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · seller.legalRegId missing from json,xrechnung|seller.legalRegId|json,seller.legalRegId,BT-30,BG-4,Seller legal registration identifier,0..1,xrechnung,json,BT-30,model BT-30; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · seller.legalRegScheme missing from json,xrechnung|seller.legalRegScheme|json,seller.legalRegScheme,,,,,xrechnung,json,seller.legalRegScheme,model Legal registration scheme; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · seller.name missing from json,xrechnung|seller.name|json,seller.name,BT-27,BG-4,Seller name,1..1,xrechnung,json,BT-27,model BT-27; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from Taxpayer /name/legal — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · seller.tradeName missing from json,xrechnung|seller.tradeName|json,seller.tradeName,BT-28,BG-4,Seller trading name,0..1,xrechnung,json,BT-28,model BT-28; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from Taxpayer /name/trade — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · seller.vatId missing from json,xrechnung|seller.vatId|json,seller.vatId,BT-31,BG-4,Seller VAT identifier,0..1,xrechnung,json,BT-31,model BT-31; json —; xml mapped,The seller (BG-4) comes from the taxpayer resource; the operation carries only the contact point (BG-6),"Derived: fiskaly fills this from Taxpayer /fiscalization/vat_id_number — provided when the account is onboarded (POST /taxpayers, system commissioning), not per invoice.",,note,structural · uapi-map.UAPI_LOSSY_FIELDS · R4
xrechnung · totals.allowance missing from json,xrechnung|totals.allowance|json,totals.allowance,BT-107,BG-22,Sum of allowances on document level,0..1,xrechnung,json,BT-107,model BT-107; json —; xml mapped,totals.vat is a three-value VAT summary; the EN 16931 document-level sums and adjustments are not carried,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · totals.charge missing from json,xrechnung|totals.charge|json,totals.charge,BT-108,BG-22,Sum of charges on document level,0..1,xrechnung,json,BT-108,model BT-108; json —; xml mapped,totals.vat is a three-value VAT summary; the EN 16931 document-level sums and adjustments are not carried,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · totals.lineExtension missing from json,xrechnung|totals.lineExtension|json,totals.lineExtension,BT-106,BG-22,Sum of Invoice line net amount,1..1,xrechnung,json,BT-106,model BT-106; json —; xml mapped,totals.vat is a three-value VAT summary; the EN 16931 document-level sums and adjustments are not carried,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · totals.prepaid missing from json,xrechnung|totals.prepaid|json,totals.prepaid,BT-113,BG-22,Paid amount,0..1,xrechnung,json,BT-113,model BT-113; json —; xml mapped,totals.vat is a three-value VAT summary; the EN 16931 document-level sums and adjustments are not carried,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · totals.rounding missing from json,xrechnung|totals.rounding|json,totals.rounding,BT-114,BG-22,Rounding amount,0..1,xrechnung,json,BT-114,model BT-114; json —; xml mapped,totals.vat is a three-value VAT summary; the EN 16931 document-level sums and adjustments are not carried,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · typeCode missing from json,xrechnung|typeCode|json,typeCode,BT-3,BG-0,Invoice type code,1..1,xrechnung,json,BT-3,model BT-3; json —; xml mapped,BT-3 is derived by fiskaly; the operation only distinguishes INVOICE from CORRECTION,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · vatBreakdown.{i}.rate missing from json,xrechnung|vatBreakdown.{i}.rate|json,vatBreakdown.{i}.rate,BT-119,BG-23,VAT category rate,1..1,xrechnung,json,/breakdown/{i}/percentage,model BT-119; json —; xml mapped,Only a VAT_RATE row has a percentage; an exemption or reverse-charge row carries none,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_PARTIAL_FIELDS · R2
xrechnung · vatBreakdown.{i}.vatexCode missing from json,xrechnung|vatBreakdown.{i}.vatexCode|json,vatBreakdown.{i}.vatexCode,BT-121,BG-23,VAT exemption reason code,0..1,xrechnung,json,BT-121,model BT-121; json —; xml mapped,rateCode/exemptionCode are many-to-one: the SystemVatRateCode and SystemVatExemptionCode enums cannot express Natura or a VATEX code,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,should-fix,structural · uapi-map.UAPI_LOSSY_FIELDS · R2
xrechnung · buyer.channel.codiceDestinatario missing from xml,xrechnung|buyer.channel.codiceDestinatario|xml,buyer.channel.codiceDestinatario,,,,,xrechnung,xml,buyer.channel.codiceDestinatario,model SDI destination code; json /recipients/{i}/invoicing/destination_code; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,DE_EI: applicable,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.channel.email missing from xml,xrechnung|buyer.channel.email|xml,buyer.channel.email,,,,,xrechnung,xml,buyer.channel.email,model Recipient email address; json /recipients/{i}/invoicing/email; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.channel.format missing from xml,xrechnung|buyer.channel.format|xml,buyer.channel.format,,,,,xrechnung,xml,buyer.channel.format,model Email attachment format; json /recipients/{i}/invoicing/format; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,DE_EI: applicable,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.channel.participantId missing from xml,xrechnung|buyer.channel.participantId|xml,buyer.channel.participantId,,,,,xrechnung,xml,buyer.channel.participantId,model Peppol participant identifier; json /recipients/{i}/invoicing/identifier; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,DE_EI: applicable,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.channel.pec missing from xml,xrechnung|buyer.channel.pec|xml,buyer.channel.pec,,,,,xrechnung,xml,buyer.channel.pec,model Recipient PEC address; json /recipients/{i}/invoicing/pec; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.person.forename missing from xml,xrechnung|buyer.person.forename|xml,buyer.person.forename,,,,,xrechnung,xml,buyer.person.forename,model Forename; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.person.gender missing from xml,xrechnung|buyer.person.gender|xml,buyer.person.gender,,,,,xrechnung,xml,buyer.person.gender,model Gender; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.person.surname missing from xml,xrechnung|buyer.person.surname|xml,buyer.person.surname,,,,,xrechnung,xml,buyer.person.surname,model Surname; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · buyer.taxId missing from xml,xrechnung|buyer.taxId|xml,buyer.taxId,,,,,xrechnung,xml,buyer.taxId,model Tax registration identifier (codice fiscale); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · it.bollo.amount missing from xml,xrechnung|it.bollo.amount|xml,it.bollo.amount,,,,,xrechnung,xml,it.bollo.amount,model Stamp duty amount; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · it.bollo.virtuale missing from xml,xrechnung|it.bollo.virtuale|xml,it.bollo.virtuale,,,,,xrechnung,xml,it.bollo.virtuale,model Virtual stamp duty indicator; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · it.cig missing from xml,xrechnung|it.cig|xml,it.cig,,,,,xrechnung,xml,it.cig,model CIG - codice identificativo gara; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · it.cup missing from xml,xrechnung|it.cup|xml,it.cup,,,,,xrechnung,xml,it.cup,model CUP - codice unico di progetto; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · lines.{i}.it.altriDatiGestionali.riferimentoData missing from xml,xrechnung|lines.{i}.it.altriDatiGestionali.riferimentoData|xml,lines.{i}.it.altriDatiGestionali.riferimentoData,,,,,xrechnung,xml,lines.{i}.it.altriDatiGestionali.riferimentoData,model Management data date (FatturaPA); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · lines.{i}.it.altriDatiGestionali.riferimentoNumero missing from xml,xrechnung|lines.{i}.it.altriDatiGestionali.riferimentoNumero|xml,lines.{i}.it.altriDatiGestionali.riferimentoNumero,,,,,xrechnung,xml,lines.{i}.it.altriDatiGestionali.riferimentoNumero,model Management data number (FatturaPA); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · lines.{i}.it.altriDatiGestionali.riferimentoTesto missing from xml,xrechnung|lines.{i}.it.altriDatiGestionali.riferimentoTesto|xml,lines.{i}.it.altriDatiGestionali.riferimentoTesto,,,,,xrechnung,xml,lines.{i}.it.altriDatiGestionali.riferimentoTesto,model Management data text (FatturaPA); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · lines.{i}.it.altriDatiGestionali.tipoDato missing from xml,xrechnung|lines.{i}.it.altriDatiGestionali.tipoDato|xml,lines.{i}.it.altriDatiGestionali.tipoDato,,,,,xrechnung,xml,lines.{i}.it.altriDatiGestionali.tipoDato,model Management data type (FatturaPA); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · lines.{i}.vat.natura missing from xml,xrechnung|lines.{i}.vat.natura|xml,lines.{i}.vat.natura,,,,,xrechnung,xml,lines.{i}.vat.natura,model Line natura (FatturaPA); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · lines.{i}.vat.reason missing from xml,xrechnung|lines.{i}.vat.reason|xml,lines.{i}.vat.reason,,,,,xrechnung,xml,lines.{i}.vat.reason,model Line VAT exemption reason text; json /entries/{i}/data/vat/reason; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,DE_EI: applicable,note,structural · xrechnung-map.ts · R3
xrechnung · lines.{i}.vat.vatexCode missing from xml,xrechnung|lines.{i}.vat.vatexCode|xml,lines.{i}.vat.vatexCode,,,,,xrechnung,xml,lines.{i}.vat.vatexCode,model Line VAT exemption reason code; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · payment.conditions missing from xml,xrechnung|payment.conditions|xml,payment.conditions,,,,,xrechnung,xml,payment.conditions,model Payment conditions (CondizioniPagamento); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · payment.italianMeansCode missing from xml,xrechnung|payment.italianMeansCode|xml,payment.italianMeansCode,,,,,xrechnung,xml,payment.italianMeansCode,model Payment means (ModalitaPagamento); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · references.despatchAdvice.issueDate missing from xml,xrechnung|references.despatchAdvice.issueDate|xml,references.despatchAdvice.issueDate,,,,,xrechnung,xml,references.despatchAdvice.issueDate,model Despatch advice date; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.it.rea.capital missing from xml,xrechnung|seller.it.rea.capital|xml,seller.it.rea.capital,,,,,xrechnung,xml,seller.it.rea.capital,model Share capital; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.it.rea.liquidation missing from xml,xrechnung|seller.it.rea.liquidation|xml,seller.it.rea.liquidation,,,,,xrechnung,xml,seller.it.rea.liquidation,model Liquidation status; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.it.rea.number missing from xml,xrechnung|seller.it.rea.number|xml,seller.it.rea.number,,,,,xrechnung,xml,seller.it.rea.number,model REA registration number; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.it.rea.office missing from xml,xrechnung|seller.it.rea.office|xml,seller.it.rea.office,,,,,xrechnung,xml,seller.it.rea.office,model REA registration office; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.it.rea.soleShareholder missing from xml,xrechnung|seller.it.rea.soleShareholder|xml,seller.it.rea.soleShareholder,,,,,xrechnung,xml,seller.it.rea.soleShareholder,model Sole shareholder indicator; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.it.regimeFiscale missing from xml,xrechnung|seller.it.regimeFiscale|xml,seller.it.regimeFiscale,,,,,xrechnung,xml,seller.it.regimeFiscale,model Tax regime (RegimeFiscale); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.person.forename missing from xml,xrechnung|seller.person.forename|xml,seller.person.forename,,,,,xrechnung,xml,seller.person.forename,model Forename; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.person.gender missing from xml,xrechnung|seller.person.gender|xml,seller.person.gender,,,,,xrechnung,xml,seller.person.gender,model Gender; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.person.surname missing from xml,xrechnung|seller.person.surname|xml,seller.person.surname,,,,,xrechnung,xml,seller.person.surname,model Surname; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · seller.taxId missing from xml,xrechnung|seller.taxId|xml,seller.taxId,BT-32,BG-4,Seller tax registration identifier,0..1,xrechnung,xml,BT-32,model BT-32; json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · vatBreakdown.{i}.esigibilita missing from xml,xrechnung|vatBreakdown.{i}.esigibilita|xml,vatBreakdown.{i}.esigibilita,,,,,xrechnung,xml,vatBreakdown.{i}.esigibilita,model Esigibilita IVA (FatturaPA); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
xrechnung · vatBreakdown.{i}.natura missing from xml,xrechnung|vatBreakdown.{i}.natura|xml,vatBreakdown.{i}.natura,,,,,xrechnung,xml,vatBreakdown.{i}.natura,model Natura (FatturaPA); json —; xml —,The format's mapping table carries no row for this field,Unobserved: no transmission capture exists for XRechnung 3.0.2 (UBL 2.1); the evidence in docs/reference/fatturapa/ covers the FatturaPA path only.,,note,structural · xrechnung-map.ts · R3
